MemberID,CreatorID,BrandName,BrandIntro,StartDate,ApplicationOffsetDays,ReviewOffsetDays,ConfirmOffsetDays,BankCode,BankAccount
M0000067,C00065,靈魂煙燻,「煙，是連結靈魂與大地的媒介。」靈魂煙燻專注於推廣傳統的燻香儀式。我們嚴選高品質的秘魯聖木、白色鼠尾草與手工線香，提供一整套的身心靈淨化方案。我們想找回那份古老而神聖的靜謐感，透過裊裊升起的煙霧，清理空間與心靈的負能量。這是一個關於覺察與放下的品牌，適合追求內在平衡、熱愛冥想與靜坐的你，與我們一起在煙霧繚繞中找回本心。,2025/8/18,20,3,2,,
M0000068,C00066,穀物食研室,早餐是啟動一天最重要的節奏。穀物食研室每天限量現烘各種燕麥穀物（Granola），我們選用厚實的大燕麥片，拌入在地楓糖與低溫烘焙的堅果，每一口都吃得到食材的原味與酥脆。我們拒絕過度加工與高糖配方，堅持手工慢焙，保留最完整的膳食纖維。希望這份來自大地的飽足感，能成為你活力來源的最佳補給，讓健康的飲食成為一種美味的享受。,2025/11/4,20,3,2,,
M0000069,C00067,蜜境之源,我是一位與蜜蜂共生的養蜂人。蜜境之源堅持採收台灣小農契作的純淨蜂蜜，從龍眼蜜的濃郁果香到百花蜜的層次韻味，每一滴都是工蜂飛越萬里採集的精粹。我們強調「單一產地」與「零添加」，並附上檢驗報告，只為讓你品嚐到最誠實的滋味。我們不僅提供優質蜂蜜，更致力於推廣蜂業生態保育，邀請你一起支持永續農業，感受這份來自自然的甜美贈禮。,2025/9/9,20,3,2,,
M0000070,C00068,原生力量,「保留食材最原始的力量，不添加任何修飾。」這是原生力量的製食哲學。我們運用先進的真空冷凍乾燥技術，製作出一系列無添加鹽糖、零油脂的蔬菜脆片與果乾。這種技術能鎖住食材 90% 以上的營養與天然鮮甜，口感輕脆且健康無負擔。無論是辦公室的小零食還是登山的能量補充，我們的產品都是你追求天然飲食的首選，讓吃零食也能成為一件對身體有益的事。,2025/9/29,20,3,2,,
M0000071,C00069,豆乳日常,豆漿不僅僅是飲品，更是土地孕育出的鮮甜。豆乳日常堅持使用非基因改造的優質大豆，透過職人研磨與高溫煮製，研發出濃度高達 10 度的無糖豆乳。我們的口感綿密如奶油，每一口都能品嚐到純粹的豆香。此外，我們也開發了低熱量的豆乳點心與抹醬，提供素食者與健身族群更健康的蛋白質選擇。這是一份對日常飲食的體貼，讓純淨的豆乳滋養你的每一天。,2025/7/23,20,3,2,,
M0000072,C00070,酵母時光,我深深著迷於發酵過程中產生的神奇變化。酵母時光專注於手工康普茶（Kombucha）與發酵蔬菜的釀造。我們在茶湯中加入活性益生菌與天然水果，經過長時間的靜置發酵，產生自然細緻的氣泡與微酸口感。這不僅是解膩的時尚飲品，更是照顧腸道健康的天然良藥。我們秉持著「時間醞釀美學」，邀請你與我們一同體驗發酵食物帶來的驚喜風味，開啟身心的輕盈旅程。,2025/10/26,20,3,2,,
M0000073,C00071,刻印日常,大家好，我是刻印日常的橡皮章刻製師。我喜歡觀察生活中的微小事物，並將它們化作方寸間的印章圖案。無論是剛出爐的吐司、路邊的小野花，還是慵懶的貓咪，透過一刀一劃的雕琢，都擁有了生命的節奏。我的作品特別適合手帳愛好者，能為你的紀錄增添獨特的手作感。我追求的是一種平凡中的趣味，希望這枚小小的印章，能點亮你筆記本裡的每一個日常。,2025/8/5,20,3,2,,
M0000074,C00072,紙上摺痕,「紙張在摺疊之間，產生了無限的空間可能。」紙上摺痕是一個專注於立體紙藝與精緻摺紙的品牌。我們利用不同磅數與質感的特種紙，設計出令人驚嘆的立體卡片與紙雕小擺飾。每一道摺痕都經過精密的計算與手工校對，讓平面紙張在展開的瞬間躍然紙上。我們想傳達的是一份驚喜感，讓送禮不只是傳遞心意，更是一場關於構造與美學的視覺盛宴。,2025/10/12,20,3,2,,
M0000075,C00073,印鑑職人,篆刻是一門連結古今的藝術。印鑑職人結合了傳統的金石工法與現代的極簡設計，提供客製化個人風格印章。我們選用質地溫潤的玉石、檀木或黃銅，針對每個人的姓名特質設計獨一無二的字體與排版。對我們而言，印章不只是契約的憑證，更是個人身份與品味的象徵。每一枚印章都是經由職人手工微調、精心刻製，值得你珍藏一生，見證生命的重要時刻。,2025/9/4,20,3,2,,
M0000076,C00074,墨色印記,我瘋狂愛著那些色彩紛呈的印泥與帶有古典氣息的封蠟。墨色印記致力於蒐羅世界各地的特色墨水與火漆印章耗材，並開發出多款原創的封蠟圖案。我們相信，在數位溝通盛行的年代，親手蓋上一個火漆印是極致的浪漫。這是一個關於「儀式感」的品牌，希望能為你的信封、包裝或手帳，印上一抹厚重而精美的印記，讓每一份訊息的傳遞都充滿了觸感與溫度。,2025/11/19,20,3,2,,
M0000077,C00075,裁紙匠心,「找回手寫信的溫度，從挑選一張紙開始。」裁紙匠心致力於手抄紙工藝與原創文具的設計。我們利用回收纖維與天然植物，製作出紋理獨特、觸感溫潤的手工紙。從信箋、筆記本到禮物包裝紙，每一款都展現了對「紙」這種媒介的尊重。我們想邀請你重新拿起筆，在帶有纖維厚度的紙張上寫下最真摯的文字，讓那些無法在螢幕上呈現的情感，透過指尖的觸感傳遞給重要的人。,2025/7/28,20,3,2,,
M0000078,C00076,陶之呼喚,「陶土，是有溫度的語言。」陶之呼喚堅持以「手捏」取代拉胚，讓每一件器皿都保留指尖按壓的觸感與自然的起伏。我們追求的是一種樸拙、不完美的「缺憾美」，讓杯碗在手中更有握持的穩定感。每一件作品都經過高溫窯燒，釉色自然流淌，呈現出大地的層次。希望透過這些與生活息息相關的陶器，讓你在用餐或品茶的時刻，能感受到一份來自泥土與雙手的寧靜力量。,2025/10/21,20,3,2,,
M0000079,C00077,泥濘日常,我是泥濘日常的拉胚師。我著迷於陶土在拉胚機上旋轉時，透過掌心感受到的形體變化。我的作品風格線條俐落、釉色簡約溫潤，致力於開發適合現代家庭使用的茶具與餐具組。我們強調設計感與實用性的平衡，每一款器皿都經過多次試用，確保出水順暢、握感舒適。這是一個追求「生活感」的陶藝品牌，希望用簡練的設計，為你的餐桌風景增添一抹精緻且平靜的職人質感。,2025/8/22,20,3,2,,
M0000080,C00078,微型陶刻,這裡是屬於「微縮世界」的奇幻樂園。微型陶刻專門製作精巧的陶製小偶、筷架與袖珍花器。我喜歡在極小的陶製品表面進行細緻的刻畫與上色，每一件作品都像是充滿靈魂的小精靈。這些小物雖然體積不大，卻能瞬間改變空間的氛圍。我們想證明，美感不必大氣磅?，細節中的精妙更能引人入勝。適合喜歡為生活增添點驚喜驚喜與童趣、追求「微型美學」的收藏家。,2025/10/31,20,3,2,,
M0000081,C00079,斑斕陶室,「釉藥的流動，是窯爐內的化學詩篇。」斑斕陶室以其獨門的流動釉彩渲染工藝聞名。我們擅長控制釉料的重疊與熔融，讓器皿呈現出如星空雲霧、如深海流動般的繽紛色彩。每一件作品從窯中取出時都是一場未知的驚喜，色彩交織極具生命力。我們不只製作器皿，更是在泥土上作畫。推薦給熱愛色彩張力、想在日常用品中尋求視覺震撼與藝術感的手作愛好者。,2025/8/12,20,3,2,,
M0000082,C00080,白瓷心語,白瓷心語追求極致的純淨與潔白。我熱愛瓷土那種細膩如脂的質感與半透光的特性。我的作品多以純白色系為主，透過雕花或堆泥技巧在素白的表面創造光影層次。這是一種安靜的極簡美學，不喧賓奪主，卻能優雅地融入任何空間。對我而言，白瓷代表了一種生活的初心，希望能透過這些清透、俐落的作品，帶給你一份心靈的澄澈與生活中的留白美感。,2025/10/2,20,3,2,,
M0000083,C00081,花語不朽,雖然花朵會凋零，但我們想留住它最美的一刻。花語不朽專長於頂級永生花（Preserved Flower）的設計。我們選用由日本與厄瓜多進口的新鮮花材，透過專業脫色與染色技術，讓花朵維持長達數年的鮮豔與柔軟。作品風格典雅大氣，無論是開幕花禮還是節慶花盒，都散發著高雅的氣息。我們追求的是一份「不朽的祝福」，讓這份優雅的陪伴能跨越時間，成為家中永不凋謝的美麗風景。,2025/9/18,20,3,2,,
M0000084,C00082,乾燥拾光,我是一個與時間賽跑的花農。乾燥拾光堅持以自然通風乾燥法，保留花草最真實的姿態與微弱的香氣。我們的風格帶有濃厚的復古文藝感，色調偏向溫暖的大地色與暗紫紅。作品多為乾燥花束與生活花環，強調隨興與自然。我們相信，乾燥後的花草擁有一種更深沉、更有故事的生命力。希望透過這些乾燥花禮，為你的生活增添一份如老電影般懷舊且溫潤的時光氣味。,2025/11/8,20,3,2,,
M0000085,C00083,花之微縮,在花之微縮，我們將花卉藝術與玻璃工藝結合，打造出一座座微型森林玻璃盅。我們利用永生花與特殊的凝膠，在透明空間中構築出靜止的奇幻景觀。這是一份專為「保存夢想」而設計的品牌，玻璃罩隔絕了灰塵與時間，讓那抹嬌豔永遠綻放。適合作為桌上的療癒風景或送給摯愛的珍貴心意。讓這份精緻的微型美感，點亮你生活中的小小角落。,2025/8/16,20,3,2,,
M0000086,C00084,輕舞花飾,「讓花朵成為你的日常穿搭。」輕舞花飾專門研發可佩戴的乾燥花飾品，如精緻的髮夾、胸針與耳環。我們利用UV樹脂與特殊的加固工法，讓脆弱的花材變得堅韌且易於配戴。每一件作品都是自然的縮影，讓你的造型瞬間充滿森林感與仙氣。我們希望能打破花藝只在室內的限制，讓你帶著芬芳與優雅在城市中輕快起舞，展現與眾不同的個人手作風格。,2025/9/24,20,3,2,,
M0000087,C00085,森林絮語,森林絮語是一個追求野性美感的花藝品牌。創作者喜歡結合未經加工的漂流木、藤蔓與乾燥花材，製作風格豪邁且充滿層次感的居家掛飾。我們的作品不講究對稱，而是模擬森林中自然生長的狀態。品牌理念是將「野外的呼吸」帶進都市的鋼琴森林。每一件創作都散發著原始、粗獷且溫柔的力量，適合喜愛自然主義風格、想讓家裡充滿森林芬芳與生命張力的你。,2025/8/31,20,3,2,,
M0000088,C00086,奶油森林,我是奶油森林的主廚，我對高品質發酵奶油有著不可理喻的執著。我們專精於法式手工千層、塔類與常溫小點。我們堅持不使用人工香精，每一口酥脆的外殼與滑順的內餡，都是純淨乳香與在地旬味果實的完美交織。對我們而言，烘焙是一門精密且感性的藝術，追求極致的層次感與味蕾的平衡感。希望這份甜點能為你的午後時光鋪上一層溫潤的金色幸福。,2025/8/3,20,3,2,,
M0000089,C00087,糖心故事,「餅乾，是可以吃的畫布。」糖心故事專門製作精緻的手繪糖霜餅乾。創作者結合了細膩的插畫功力與烘焙技巧，將每一片餅乾都變成藝術品。我們擅長依照客人的節慶與心情進行主題設計，從溫馨的新婚禮物到可愛的派對小點。我們不只賣餅乾，更是提供一個傳遞故事的載體。希望那抹甜而不膩的糖霜，能將你心底最誠摯的祝福與愛，化作唇齒間的溫柔驚喜。,2025/11/15,20,3,2,,
M0000090,C00088,麥香小徑,走進麥香小徑，首先迎接你的是濃郁的老麵香氣。我們主打低油、低糖、高含水量的歐式麵包，堅持使用自家培養的天然酵母長時間發酵。我們的麵包外殼酥脆、內裡Q彈，咬下一口能品嚐到麥粒最原始的甘甜。這是一份關於「誠實」的烘焙，我們想找回麵包作為主食的最純粹質感。每天限量出爐，只為給予你最紮實、最有溫度的飽足感，讓簡單的麥香溫潤你的每一餐。,2025/10/6,20,3,2,,
M0000091,C00089,巧思甜點,對我來說，巧克力是世界上最神祕的語言。巧思甜點專注於手工巧克力與濃郁布朗尼的研發。我們嚴選各國莊園級巧克力豆，精確掌握溫控與比例，追求苦甜之間的完美轉場。我們的布朗尼口感介於蛋糕與軟糖之間，層次極其豐富。我們想挑戰你對甜點的認知，用深邃的黑色魔力激發你的多巴胺，讓每一口品嚐都成為一場私密而奢華的感官冒險，極致享受每一刻的甜美。,2025/8/26,20,3,2,,
M0000092,C00090,微笑瑪德蓮,大家好，我是微笑瑪德蓮的主理人。我認為甜點應該是能讓人瞬間心情變好的小魔法。我們研發了數十種獨創口味的瑪德蓮，從清新的檸檬糖霜到醇厚的鐵觀音茶香。我們追求外皮微微的焦脆感與核心的濕潤鬆軟，並在包裝中加入一張溫馨的小卡。這是一個充滿溫度與小驚喜的品牌，希望當你拿起這枚貝殼造型的甜點時，能感受到創作者的用心，由內而外綻放出幸福的微笑。,2025/8/20,20,3,2,,
M0000093,C00091,想像漫步,我的畫筆不安於室，總喜歡在白紙上展開一場想像力的旅行。想像漫步的插畫風格童趣活潑，我擅長將日常瑣事進行詼諧轉化，賦予物品鮮活的生命力。我的作品多以明信片、貼紙與帆布包的形式存在，希望能成為你生活中的趣味點綴。對我而言，畫畫不是為了展現技巧，而是為了傳遞快樂。邀請你加入這場色彩的遊行，用一顆好奇心重新審視這個充滿奇蹟的世界。,2025/10/23,20,3,2,,
M0000094,C00092,暗黑美學,在黑與白的交界處，隱藏著最深刻的情感。暗黑美學是一個追求極致張力、神祕感與冷冽感的藝術品牌。我專精於黑白線條創作，作品題材多涉及夢境、心理暗示與自然界的殘缺之美。這種獨特的視覺風格能吸引尋求獨特性與個性化表達的受眾。我們想證明，黑暗並不可怕，它是一種深層的寧靜。如果你喜歡深沉、冷酷卻具備靈魂厚度的藝術，歡迎來到這片純粹的墨色世界。,2025/10/15,20,3,2,,
M0000095,C00093,色塊生活,大家好，我是色塊生活的創作者。我喜歡將複雜的風景簡化為大面積的色塊，透過色彩的對比與協調來捕捉空間的律動。我的作品多為大尺寸的掛畫與裝飾版畫，風格極簡且充滿現代感，非常適合現代居家空間的裝飾。我認為藝術應該是能讓人放鬆的背景。透過精準的色彩語言，我希望能為你的牆面注入一股清新、平穩的視覺能量，讓居家氛圍在色彩的堆疊中獲得提升。,2025/9/7,20,3,2,,
M0000096,C00094,靈魂肖像,「每個人的臉上，都寫著一段獨特的靈魂歷史。」靈魂肖像專門提供似顏繪與人物肖像訂製服務。我不是單純地複製長相，而是透過觀察與聊天，捕捉受畫者特有的眼神神韻與氣質特點。我運用水彩、粉彩等多種媒材，為每一份託付打造出具備紀念意義的藝術品。這是一份關於連結的品牌，希望透過我的畫筆，能為你留下生命中某個重要時刻最美、最真實的樣貌。,2025/7/22,20,3,2,,
M0000097,C00095,夢境插畫室,這裡收錄了所有那些關於自然與神靈的夢境。夢境插畫室的筆觸極其細緻，風格溫柔且略帶神祕感。創作者熱愛描繪植物與人類共存的奇幻場景，作品多帶有療癒、靜謐的氛圍感。我們提供高品質的藝術複製畫與精美畫冊，希望能透過插畫傳達人與大地的和諧關係。如果你也在尋找一處心靈的避風港，請翻開我們的畫布，讓我們一起在溫柔的色彩與細節中，尋找平靜的力量。,2025/7/26,20,3,2,,
M0000098,C00096,隱山茶作,「好的茶，應該帶著山頭的氣息。」隱山茶作源自於台灣高山契作茶園，我們堅持自然農法栽培，並由老茶師親手揉捻、精準焙火。我們提供原片茶葉與手工包裝的茶包禮盒，保留了茶湯最純粹的甘韻與香氣層次。我們不想把茶文化神祕化，而是想讓它回歸生活。希望透過這杯清透的茶湯，能讓你在繁忙的節奏中，找到一方安靜的山頭，感受茶葉帶來的身心舒暢。,2025/10/8,20,3,2,,
M0000099,C00097,烘焙靈魂,咖啡對我們而言，不只是飲品，更是一種生活態度的覺醒。烘焙靈魂專注於自家烘焙咖啡豆，我們偏愛中深焙的風味，追求奶油、堅果與可可般的醇厚口感。每一批豆子都經過人工挑選與多次杯測，確保品質穩定。我們想與你分享烘豆時那股誘人的香氣，讓你在早晨研磨豆子的瞬間，就能感受到靈魂被喚醒。這是一份獻給所有咖啡成癮者的誠意之作，與你一起探索黑色液體中的無限可能。,2025/8/23,20,3,2,,
M0000100,C00098,果茶日常,誰說茶只能是苦澀的？果茶日常將在地新鮮乾果與西方花草完美交織。我們研發了多款無咖啡因的療癒水果茶，低溫烘乾的果乾保留了天然酸甜，搭配薰衣草或洋甘菊，層次豐富且舒壓。我們的品牌核心是「溫柔的療癒」，適合在睡前或下午茶時刻，為自己沖上一壺繽紛。讓果實的香氣與花朵的芬芳，在熱水中緩緩綻放，為你的日常感官帶來一段清新微甜的溫暖小旅行。,2025/11/10,20,3,2,,
M0000101,C00099,冷萃工坊,我是冷萃工坊的技術長，我們致力於「時間萃取」的極致。我們主打低溫慢速萃取的冷萃咖啡（Cold Brew）與冷泡茶。透過長達 12 小時以上的低溫醞釀，將咖啡與茶葉中的苦味與澀感降到最低，取而代之的是極致的甘甜與醇順口感。我們提供罐裝與濃縮液，方便你隨時取用。這是一個追求「慢速精華」的品牌，希望能讓你在酷暑或忙碌中，享受到一口清涼且風味細膩的頂級飲品。,2025/8/4,20,3,2,,
M0000102,C00100,晨光精品,晨光精品專門為忙碌的都市族群開發高品質的掛耳包（濾掛咖啡）。我們選用來自全球五大產區的精品豆，堅持接單後新鮮現磨包裝。我們想證明，即使只有三分鐘，你也能在家中或辦公室享受到職人級的手沖風味。我們的品牌哲學是「每一天都值得從一杯好咖啡開始」。讓晨光的第一抹香氣點亮你的感官，用專業的產區風味，開啟一段充滿質感與專注力的美好早晨。,2025/9/25,20,3,2,,
M0000103,C00101,綠意角落,「你的家，值得擁有一座會呼吸的小森林。」綠意角落專門推廣適合室內栽培的耐陰植物，如觀葉植物、蕨類與虎尾蘭。我們不只賣植物，更提供由創作者親手燒製的設計感盆器與專業的配土建議。我們致力於降低綠植進入門檻，讓黑手指也能成功養出朝氣。品牌理念是「與綠色共生」，希望透過這些植物的陪伴，能吸附生活的焦慮與壓力，為你的水泥森林注入一抹靈動的生命力。,2025/9/11,20,3,2,,
M0000104,C00102,多肉萌芽,大家好，我是多肉萌芽的育苗師。我著迷於多肉植物那種肥厚、飽滿且充滿韌性的姿態。我們蒐羅了上百種國內外特色多肉，並提供多樣化的組盆藝術。我們的作品結合了石材、原木與細沙，營造出微型荒漠的療癒美學。這是一個關於「生命力」的品牌，我們想告訴你，即使在艱辛的環境下，也能綻放出最動人的色彩。邀請你加入養肉行列，在觀看肉肉萌芽的過程中，獲得療癒與成就感。,2025/8/18,20,3,2,,
M0000105,C00103,苔影森林,我在玻璃瓶中蓋了一座微型地球。苔影森林專精於「苔蘚生態缸」（Terrarium）的創作。我們運用多種天然苔蘚、奇石與微縮人物模型，在封閉的生態系統中重現森林、山谷或瀑布。這種植栽幾乎不需要頻繁照顧，只需適度的光線。它就像一個安靜的異世界，讓你在疲憊時只要低頭凝視，就能瞬間逃離塵囂。適合擺放在辦公桌或書房，讓這片小小的綠意成為你心靈的避風港。,2025/11/1,20,3,2,,
M0000106,C00104,空氣花園,跳脫土壤的束縛，讓綠意在空中起舞。空氣花園致力於推廣「空氣鳳梨」，這是一類僅靠葉片吸收水分的奇特植物。我們結合手工金屬支架、原木底座或懸掛編織，將植物化為具有空間裝飾性的裝置藝術。我們的品牌風格極簡且具未來感，適合現代簡約的空間設計。這是一場關於植物與空間關係的實驗，希望能讓你發現植栽的無限可能，在居家上方編織出一座靈動優美的空氣花園。,2025/10/12,20,3,2,,
M0000107,C00105,植感慢活,植感慢活想邀請你體驗「自耕自食」的快樂。我們主打各種香草植物（薄荷、迷迭香、羅勒）與有機蔬菜栽培組，附帶完整的種植教學與質感花盆。我們相信，親手播種、看著嫩芽長大到最終採收烹飪，是現代生活中最極致的慢活體驗。品牌核心是推廣永續與自然的連結，讓每個人的陽台都能變成小小的草藥園或菜園。透過與土壤的親密接觸，找回生活的節奏感與對自然的敬畏之心。,2025/9/2,20,3,2,,
M0000108,C00106,滿意之禮,禮物的意義在於「分享驚喜」。滿意之禮致力於打造大方且充滿手感溫度的綜合禮盒。我們與多家手作職人合作，嚴選熱賣的手工餅乾、香氛小物與掛耳咖啡，組合成一份澎湃的誠意。我們的包裝設計大氣且精緻，適合企業贈禮、彌月或節慶賀禮。我們想減輕你挑選禮物的負擔，用一份高品質的選物，替你傳達最厚實的心意，讓收禮者在打開盒子的那一刻，就能感受到滿滿的喜悅。,2025/7/24,20,3,2,,
M0000109,C00107,輕語祝福,好的心意，不必大張旗鼓。輕語祝福專注於小型、精緻的個人化禮盒，適合朋友間的生日祝福或日常感謝。我們偏愛文青風格的簡約包裝，內容物多為單入裝的手作香膏、小份量果醬或精選明信片。品牌理念是「將感謝化作生活的小確幸」。每一份禮盒都包含一張手寫空間，希望你能透過這些溫潤的小物，輕聲對在乎的人說聲謝謝。讓送禮回歸到最純粹的情感連結，細膩且動人。,2025/11/15,20,3,2,,
M0000110,C00108,紅韻賀禮,紅韻賀禮是一個將傳統習俗與現代文創美學結合的品牌。我們針對春節、中秋與端午等重要傳統節日，開發出一系列極具設計感的賀禮包裝。我們保留了節慶的吉祥色彩，但融入了俐落的排版與手繪插畫。內容物則精選在地小農的特色產品或手工漢餅。我們想找回過節的儀式感，讓傳統不再顯得老派，而是成為一種跨世代的美學交流，為你的親友長輩獻上最體面且具格調的祝福。,2025/9/5,20,3,2,,
M0000111,C00109,禮之美學,我是一個包裝藝術家，我認為禮盒的「開箱過程」本身就是一種享受。禮之美學重視包裝的材質、手感與細節，我們大量使用環保紙材、封蠟印記與手工絲帶，營造出極致的開箱儀式感。我們不只販售禮盒，更提供包裝設計與代客送禮服務。我們追求的是一種視覺與體感的極致平衡，希望能為每一份珍貴的託付披上最華麗的外衣，讓你的心意在層層拆解的過程中，昇華成一段難忘的藝術體驗。,2025/9/21,20,3,2,,
M0000112,C00110,客製驚喜,每個人的喜好都是獨一無二的，禮物也應該如此。客製驚喜打破了成套禮盒的限制，提供完全根據收禮者興趣進行「量身挑選」的服務。你可以提供對方的喜好描述，由我們的專業策展人為你搭配內容，從手作耳環到特定產區的茶葉，每一件都精準命中。我們還提供專屬名稱刻印與卡片代寫服務。這是一個關於「深度關懷」的品牌，希望能透過完全客製化的服務，幫你完成一份最完美的驚喜。,2025/8/10,20,3,2,,
M0000113,C00111,織心工藝,「針尖下的每一圈，都繞著一段寧靜的心思。」織心工藝專注於傳統鉤針編織，致力於將這門老手藝帶入現代穿搭。我們製作可愛的髮帶、貝雷帽、蕾絲餐墊與編織包。我們選用質地輕軟、色彩溫潤的棉線，透過複雜的針法展現立體的層次感。每一件作品都凝聚了數小時的專注與耐性。我們追求的是一種慢節奏的手作美學，希望能透過這些帶有觸感的織物，溫柔地包裹你的生活細節。,2025/10/25,20,3,2,,
M0000114,C00112,結之律動,我是一位與棉繩共舞的藝術家。結之律動專注於 Macram?（法式繩結編織）創作。我不使用針具，僅靠雙手反覆的纏繞與打結，創作出結構感強烈的大型壁掛、植栽網袋與波希米亞風格的提袋。我著迷於繩結間產生的陰影與節奏感。我的作品強調線條的流動與空間的穿透力，適合追求自然、奔放居家風格的你。這是一場力量與柔韌的平衡實驗，為你的牆面注入一股充滿異國情調的生命律動。,2025/10/3,20,3,2,,
M0000115,C00113,羊毛物語,大家好，我是羊毛物語的主理人。我深深愛著羊毛那種蓬鬆、溫暖且具備高度可塑性的特性。我們擅長利用針氈與濕氈工藝，製作出各種栩栩如生的動物擺飾、羊毛氈首飾與厚實的隔熱墊。我們的作品色彩繽紛、觸感柔軟，帶有一種治癒人心的魔法。我們希望透過這些色彩多變的羊毛創作，打破纖維藝術沉穩的刻板印象，為你的生活增添一份如糖果般燦爛、如雲朵般輕柔的手感驚喜。,2025/9/18,20,3,2,,
M0000116,C00114,纖維實驗,纖維實驗是一個追求異材質撞擊的品牌。我們不滿足於傳統線材，喜歡將金屬絲、塑膠管、廢棄布條與絲線混織在一起。創作者將織布技術提升到抽象藝術的層次，製作出具有雕塑感的抱枕、掛畫與飾品。我們的風格大膽、前衛且極具視覺衝擊力，適合熱愛實驗性藝術、追求居家裝飾獨特性的受眾。這不僅是編織，這是一場關於觸覺與視覺邊界的探索，邀你一同打破框架，重塑纖維的定義。,2025/8/1,20,3,2,,
M0000117,C00115,手感溫度,這裡沒有快速時尚，只有值得傳承的經典。手感溫度堅持使用純天然的高級羊毛、羊駝毛與蠶絲線，提供全程手工織造的毛衣、披肩與圍巾。我們追求的是極致的親膚感與經典的剪裁，每一件作品都能感受到纖維本身的呼吸感。我們不追求潮流，只在乎穿著時的那份溫暖與自在。希望能透過這些耗時製作的厚實織物，在寒冷的冬日裡給予你最誠摯的擁抱，成為陪伴你度過漫長歲月的溫潤記憶。,2025/11/20,20,3,2,,
M0000118,C00116,凝時之美,我想把大自然瞬間的綻放，變成永恆。凝時之美專精於將乾燥花草、微型景觀封存在清澈透明的樹脂（Epoxy）中。我們製作各種精緻的紙鎮、飾品與燈座，每一層樹脂的澆注都需經過精密除泡與時間靜置。作品晶瑩剔透，光線穿透時會產生如夢似幻的折射。我們想為你打造一個「永不凋零的小世界」，讓大自然的美麗被永久定格在琥珀般的透明空間裡，成為你桌面上最清澈的心靈慰藉。,2025/8/28,20,3,2,,
M0000119,C00117,幻彩樹脂,大家好，我是幻彩樹脂的創作者。我深深著迷於酒精墨水在樹脂中流動、擴散與沉積產生的隨機美感。我的作品如杯墊、托盤與藝術裝飾板，每一件都擁有如星雲大氣或大理石紋般的迷幻紋路，且絕對無法複製。我追求的是色彩的流動性與張力，將實用的生活雜貨轉化為具備裝飾意義的抽象畫作。這是一個充滿實驗與驚喜的品牌，適合熱愛獨特紋理、想為居家生活增添一抹繽紛藝術感的你。,2025/10/19,20,3,2,,
M0000120,C00118,海洋之心,我的心始終嚮往著那片藍色。海洋之心專門製作以海洋、沙灘為主題的樹脂居家擺件。我們利用不同深淺的藍色樹脂與特殊的波浪技法，在盤面或畫板上模擬海浪沖刷沙灘的動態質感。我們甚至會加入真正的貝殼與星砂，讓你不出門也能感受到海邊的氣息。這是一個關於「渴望與寧靜」的品牌，希望能將海洋的遼闊與平靜帶回你的室內空間，讓你每次低頭觀看，都能聽見那抹虛擬卻真實的海浪聲。,2025/8/15,20,3,2,,
M0000121,C00119,硬派模組,樹脂不只能優雅，也能極其硬派。硬派模組專門製作樹脂材質的機械感、科幻風微縮模型與個性化配件（如手工鍵盤鍵帽）。創作者結合了 3D 建模、手工翻模與細膩的塗裝上色工藝，作品充滿了金屬鏽蝕感、電子元件與未來感線條。這是一個針對硬核收藏家、遊戲愛好者與科幻迷設計的品牌。我們想用樹脂這種多變的媒材，建構出一個充滿張力的鋼鐵世界，展現手工藝在工業美學上的極致追求。,2025/11/4,20,3,2,,
M0000122,C00120,晶透日常,晶透日常追求的是極簡的透明感美學。我們利用高品質樹脂製作出如冰塊般乾淨清爽的辦公文具、收納盒與小家飾。品牌的核心是「消失的收納」，透過透明材質讓雜物視覺化，卻又整齊劃一。我們也喜歡在透明樹脂中加入幾何色塊或細小的金箔點綴，在低調中展現設計巧思。希望透過這些清透的作品，能為你雜亂的生活空間帶來一份清新的視覺秩序，感受光影穿透帶來的清涼感與愉悅。,2025/8/9,20,3,2,,
M0000123,C00121,樂構世界,誰說積木只是玩具？在樂構世界，我們將其視為紀錄土地的方塊。我們專門設計以台灣在地地標、老建築與文化象徵為主題的原創小顆粒積木組。每一款設計都經過深入的田野調查，力求縮小比例後依然能展現細節特色。我們希望透過「動手拼組」，讓更多人重新認識我們生活的城市與歷史。這是一個關於探索與建構的品牌，邀請你用雙手一磚一瓦砌出屬於台灣的故事與自豪。,2025/9/30,20,3,2,,
M0000124,C00122,木積工坊,回歸木頭最原始的重量感與香氣。木積工坊將傳統積木與高級原木材質（如檜木、山毛櫸）結合，每一塊積木都經過精細的倒角打磨與天然植物油塗裝，確保觸感溫潤、安全環保。我們摒棄了過度誇張的色彩，保留木材天然的紋理。品牌理念是「與自然共玩」，適合追求高品質育兒生活的家長，或熱愛原木質感的收藏家。讓溫潤的木頭碰撞聲取代冰冷的塑料，啟發孩子最純粹的想像力與感官體驗。,2025/9/14,20,3,2,,
