ProductID,CreatorID,ProductName,Description,Price,CostPrice,StatusID,StockLevelType,AlertQty,SortOrder,CategoryIDs,TagIDs
P000000216,C00035,雜貨風陶瓷小湯匙,每一把都有不同的手繪花紋，充滿驚喜。,250,60,2,normal,5,1,12,19
P000000217,C00035,懷舊感布織面紙套,拼布工藝製作，增添居家生活的溫度。,550,150,2,normal,5,1,12,20
P000000218,C00036,仲夏芒果百香果醬,嚴選愛文芒果，濃郁果香中帶有酸甜。,320,90,2,normal,5,1,31,3
P000000219,C00036,森林野莓綜合果醬,集合草莓、藍莓與黑莓，層次感豐富。,350,100,2,low,5,1,31,38
P000000220,C00036,玫瑰荔枝手作果醬,浪漫花香與清甜荔枝的完美邂逅。,380,110,2,normal,5,1,31,3
P000000221,C00036,焦糖威士忌蘋果醬,成人風味，微苦焦糖與蘋果的成熟交織。,420,120,2,normal,5,1,31,3
P000000222,C00036,鮮果時節限量禮盒,包含三款熱門口味，節慶送禮首選。,1100,300,2,normal,5,1,31,2|85
P000000223,C00036,低糖奇異果鳳梨醬,清爽解膩，適合搭配優格或輕食。,320,90,2,normal,5,1,31,3
P000000224,C00037,秘境椒麻油,數十種中藥材慢火熬製，香麻而不燥。,380,110,2,normal,5,1,31,3
P000000225,C00037,職人手作干貝XO醬,滿滿干貝絲與蝦米，鮮味十足。,650,220,2,normal,5,1,31,3
P000000226,C00037,蒜香羅勒青醬,義式風味，拌麵、抹麵包都合適。,450,130,2,normal,5,1,31,3
P000000227,C00037,辛辣朝天椒醬,挑戰你的味蕾極限，辣度十足。,320,90,2,normal,5,1,31,3
P000000228,C00037,秘境香料咖哩醬,濃縮多種異國香料，在家輕鬆煮出大廚味。,480,140,1,normal,5,1,31,3
P000000229,C00038,伯爵茶蘋果果醬,佛手柑香氣與香甜蘋果，優雅的早晨伴侶。,350,100,2,normal,5,1,31,3
P000000230,C00038,鐵觀音焙茶抹醬,濃郁茶香與奶香平衡，口感綿密。,420,120,2,normal,5,1,31,3
P000000231,C00038,茉莉花茶鳳梨醬,清新茉莉花香襯托鳳梨的酸甜。,350,100,2,normal,5,1,31,32
P000000232,C00038,晨曦果食午茶禮盒,果醬、茶包與手工餅乾的完美組合。,1250,350,2,normal,5,1,31,85
P000000233,C00038,金萱茶水梨果醬,清甜多汁，帶有淡淡的奶香茶味。,380,110,2,normal,5,1,31,3
P000000234,C00038,宇治抹茶紅豆醬,抹茶控最愛，選用高品質抹茶粉製作。,450,130,2,normal,5,1,31,3
P000000235,C00038,晨曦手工果茶包組,將乾果與茶葉混搭，冷泡熱沖皆宜。,580,160,2,normal,5,1,31,1|29
P000000236,C00039,慢焙濃郁花生醬 (顆粒),堅持不加一滴水與油，純粹的堅果香。,350,100,2,normal,5,1,31,32
P000000237,C00039,鹽之花黑巧克力醬,苦甜巧克力與頂級鹽花的驚喜碰撞。,480,140,2,normal,5,1,31,32
P000000238,C00039,純粹黑芝麻抹醬,磨至極細，營養豐富且香氣逼人。,380,110,2,normal,5,1,31,3
P000000239,C00039,慢烘核桃楓糖醬,溫潤的楓糖甜味，搭配碎核桃口感。,520,150,2,normal,5,1,31,3
P000000240,C00039,醬心厚道綜合堅果禮盒,一次擁有四種經典口味的迷你瓶。,1500,450,2,normal,5,1,31,85
P000000241,C00039,無糖腰果抹醬,專為健身族群設計，高蛋白且低負擔。,550,160,2,normal,5,1,31,3
P000000242,C00040,酸甜話梅漬小番茄,冰鎮後的爽口滋味，絕佳的開胃小菜。,280,80,2,normal,5,1,31,3
P000000243,C00040,油漬百里香綜合菇,豐富的香料氣息，配酒或拌麵都很棒。,450,130,2,low,5,1,31,3
P000000244,C00040,日式清爽漬蘿蔔,脆口酸甜，解膩的最佳拍檔。,250,70,2,normal,5,1,31,3
P000000245,C00040,蜜漬桂花蜜香釀,將桂花清香鎖進透明蜜液中。,580,160,2,normal,5,1,31,32
P000000246,C00040,漬物日常禮盒包裝,風格簡約清新，分享生活的熟成美味。,1200,350,2,normal,5,1,31,29|85
P000000247,C00041,職人手作木刻版畫 (A4),限量簽名版，展現刀鑿的藝術張力。,2800,600,2,normal,5,1,17,7|67
P000000248,C00041,刻印記憶原創帆布袋,將版畫圖案印製於耐磨帆布上。,550,150,2,normal,5,1,17,3|29
P000000249,C00041,手工壓印明信片組,每一張都有微小差異，具備手作價值。,350,80,2,normal,5,1,17,1|30
P000000250,C00041,刻印工具套組 (入門級),包含雕刻刀、版材與油墨，開啟你的創作。,1200,350,2,normal,5,1,17,3
P000000251,C00041,木刻版畫手札本,封面為實體木刻壓印，觸感立體。,680,180,2,low,5,1,17,7|67
P000000252,C00041,訂製似顏繪木刻版畫,根據照片刻製，最獨特的藝術紀念。,4500,1000,1,normal,5,1,17,7|18|67
P000000253,C00042,葉脈拓印長巾 (純絲),將大自然的脈絡永久留在絲織品上。,3500,1100,2,normal,5,1,17,3
P000000254,C00042,植物拓印藝術掛畫,收集不同季節的葉片，紀錄時間的影子。,1800,500,2,normal,5,1,17,32|67
P000000255,C00042,拓印風格陶瓷餐盤,呈現如化石般的細緻脈絡與質感。,950,280,2,normal,5,1,17,19
P000000256,C00042,手作拓印包裝紙組,為你的禮物披上大自然的藝術外衣。,250,60,2,normal,5,1,17,29
P000000257,C00042,拓之美學手繪提籃,結合藤編與植物拓印布料。,1500,450,2,normal,5,1,17,18
P000000258,C00043,活字印刷字母卡片組,鉛字壓印的觸感，傳遞最有份量的文字。,450,120,2,normal,5,1,17,83
P000000259,C00043,彩墨活字手寫筆記本,內頁帶有淡雅的活字排版底紋。,580,160,2,normal,5,1,17,30
P000000260,C00043,活字印章訂製 (姓名),復刻老字體，打造個人專屬的印記。,1200,350,2,normal,5,1,17,30
P000000261,C00043,墨色渲染信箋組,活字印刷與水彩暈染的完美結合。,380,90,2,low,5,1,17,3
P000000262,C00043,活字印刷迷你海報,激勵語句系列，為空間注入文化底蘊。,650,180,2,normal,5,1,17,3
P000000263,C00043,鉛字造型鑰匙圈,實心金屬打造，復古且具分量感。,320,90,2,zero,5,1,17,3
P000000264,C00044,Riso 印刷藝術海報,鮮豔撞色與顆粒質感，現代空間首選。,950,250,2,normal,5,1,17,3
P000000265,C00044,獨立出版插畫小誌 (Zine),蒐羅多位創作者的作品，具收藏價值。,480,120,2,normal,5,1,17,3|67
P000000266,C00044,紙上版物限量貼紙包,結合多種印刷實驗技術製作。,220,50,2,normal,5,1,17,2|29|30
P000000267,C00044,幾何色塊筆記本,Riso 印刷封面，每一本的疊印位置皆不同。,450,110,1,normal,5,1,17,30
P000000268,C00044,實驗性疊色明信片,展示不同顏色重疊後的色彩變化。,150,35,2,normal,5,1,17,30
P000000269,C00045,銅版畫風格藏書票,細緻線條與古典圖騰，書迷的夢幻逸品。,380,90,2,normal,5,1,17,67
P000000270,C00045,古典星象蝕刻畫,呈現如百科全書般的精確與神祕感。,3200,900,2,normal,5,1,17,67
P000000271,C00045,墨跡系列手工包裝盒,紙質厚實，帶有細緻的蝕刻凹凸紋理。,450,120,2,normal,5,1,17,1|29
P000000272,C00045,銅版風格萬用手帳,內頁包含多幅品牌原創蝕刻插畫。,850,240,2,normal,5,1,17,3
P000000273,C00045,墨跡印記藝術書籤組,結合金屬蝕刻工法，耐用且精美。,550,150,2,normal,5,1,17,30
P000000274,C00045,復古生物學掛畫,以蝕刻版畫表現動植物的細節美學。,2200,600,2,normal,5,1,17,36|67
P000000275,C00045,墨跡系列限量鋼筆墨水,瓶身標籤採蝕刻風格設計。,680,190,2,normal,5,1,17,2
P000000276,C00046,流水線條手工銀戒,極簡設計，如水流般環繞指尖。,1850,550,2,normal,5,1,5,1
P000000277,C00046,晨露滴落純銀項鍊,一顆懸浮的小銀豆，展現清透美感。,2400,750,2,normal,5,1,5,8|28
P000000278,C00046,微光星芒耳環,鑲嵌微小鋯石，在耳際閃爍低調光芒。,1500,450,2,normal,5,1,5,28
P000000279,C00046,純銀手工鍛造手環,表面帶有細微錘紋，展現手作溫度。,3200,1100,2,normal,5,1,5,1|8|28
P000000280,C00046,月光弧線純銀胸針,優雅的半月形設計，點亮穿搭質感。,2100,650,2,normal,5,1,5,8|62
P000000281,C00046,純銀微光限量飾品盒,包含一整套經典款式，送禮推薦。,6500,2200,2,normal,5,1,5,2|8|28
P000000282,C00047,復古黃銅寬版戒指,表面經過火烤處理，色澤深邃富有層次。,1200,350,2,normal,5,1,5,28|36
P000000283,C00047,黃銅幾何幾何墜鍊,簡約的圓與方，展現永不過時的經典。,1600,480,2,normal,5,1,5,3
P000000284,C00047,銅研舍手敲黃銅盤,適合放置飾品或鑰匙，增添生活格調。,2500,800,2,normal,5,1,5,3
P000000285,C00047,黃銅流蘇耳勾,隨著動作搖曳，散發迷人的懷舊氣息。,1350,400,2,normal,5,1,5,3
P000000286,C00047,職人工業風黃銅手環,粗實的手感，適合喜歡中性風格的你。,2200,700,2,normal,5,1,5,28|37
P000000287,C00048,巴洛克珍珠設計項鍊,不規則的珍珠外型，展現獨特的自然美。,3500,1100,2,low,5,1,5,28
P000000288,C00048,珍珠金絲纏繞耳環,纖細的金屬絲如藤蔓般包裹著明珠。,2200,650,1,normal,5,1,5,28
P000000289,C00048,月夜珍珠純銀戒指,像月亮升起在指間，風格清靈脫俗。,1800,550,2,normal,5,1,5,8|28
P000000290,C00048,珠圓玉潤復古首飾盒,皮革與刺繡結合，珍藏你的每一件飾品。,3800,1200,2,normal,5,1,5,36
P000000291,C00048,天然珍珠長款耳線,拉長頸部線條，優雅且具動態美感。,1600,480,2,normal,5,1,5,3
P000000292,C00048,珠圓玉潤珍珠手鍊,多顆珍珠與小金豆交錯，精緻點綴。,2800,900,2,normal,5,1,5,28
P000000293,C00048,輕奢珍珠胸針禮盒,適合搭配西裝或大衣，展現知性魅力。,2500,800,2,normal,5,1,5,62|85
P000000294,C00049,熔岩紋路寬版銀戒,表面崎嶇不平，如岩漿冷卻後的張力。,2600,850,2,normal,5,1,5,3
P000000295,C00049,熔岩流動感長項鍊,大面積的不規則金屬塊，展現硬派個性。,3800,1200,2,normal,5,1,5,28
P000000296,C00049,炭黑熔岩質感耳環,獨特的燻黑處理，神秘感十足。,1800,550,2,normal,5,1,5,28
P000000297,C00049,熔岩金屬手敲杯,內裡鍍金，外表如黑金石般粗獷。,4500,1500,2,normal,5,1,5,3
P000000298,C00049,熔岩系列不對稱耳勾,展現打破常規的藝術美學。,1600,480,2,low,5,1,5,3
P000000299,C00049,熔岩核心手工手環,厚實的分量，是你最有力量的裝飾。,5200,1800,2,normal,5,1,5,1|28
P000000300,C00050,原石金絲纏繞墜鍊,保留礦石原始姿態，與金屬完美共生。,3200,1000,2,normal,5,1,5,3
P000000301,C00050,點石成金原礦耳環,每一對的形狀皆獨特，感受大地的能量。,1800,550,2,normal,5,1,5,28
P000000302,C00050,礦石結合金屬擺件,桌面上的能量景觀，具備療癒功能。,4800,1500,2,normal,5,1,5,3
P000000303,C00050,點石成金訂製對戒,將對彼此的諾言，刻在石頭與金屬間。,6500,2000,2,normal,5,1,5,3
P000000304,C00050,原石鑲嵌手工皮繩手環,適合戶外風格的隨性搭配。,1200,350,2,normal,5,1,5,1|9|28
P000000305,C00051,橙花亮采精華油,輕盈好吸收，為疲憊肌膚注入天然植物活力。,1280,380,2,normal,5,1,28,32
P000000306,C00051,森林系植萃護手霜,木質調香氣，給予雙手長效的滋潤與防護。,450,120,2,normal,5,1,28,38
P000000307,C00051,玫瑰果修護護唇膏,豐富維他命成分，深層修護唇部乾燥脫皮。,320,80,2,normal,5,1,28,3
P000000308,C00051,植物肌密限量保養禮盒,包含明星油與護手霜，送禮體面首選。,1800,550,2,low,5,1,28,2|32|85
P000000309,C00051,草本平衡爽膚水,噴霧細緻，瞬間平衡肌膚酸鹼值。,780,220,1,normal,5,1,28,3
P000000310,C00051,荷荷巴深層潔顏油,溫和溶解彩妝，洗後肌膚柔軟不緊繃。,950,280,2,normal,5,1,28,3
P000000311,C00052,極效保濕玻尿酸精華,單純高效，瞬間補足肌膚底層水分。,1500,450,2,normal,5,1,28,3
P000000312,C00052,原生舒緩保濕噴霧,隨時隨地補水，緩解冷氣房帶來的乾燥。,580,160,2,normal,5,1,28,3
P000000313,C00052,24H 長效鎖水保濕霜,建立肌膚屏障，鎖住水分不流失。,1200,350,2,zero,5,1,28,3
P000000314,C00052,舒緩保濕纖維面膜,高濃度精華，給予肌膚 15 分鐘的深層SPA。,650,180,2,normal,5,1,28,3
P000000315,C00052,溫和眼部卸妝液,針對眼周嬌嫩肌膚設計，不燻眼、不油膩。,480,130,2,normal,5,1,28,3
P000000316,C00053,摩洛哥熔岩淨化泥膜,深層吸附毛孔髒污，洗後清爽不油膩。,850,250,2,normal,5,1,28,3
P000000317,C00053,金盞花修護舒緩泥膜,針對紅腫肌膚提供冰涼的鎮靜效果。,880,260,2,normal,5,1,28,32
P000000318,C00053,自製泥膜調配組,包含礦泥粉、純露與專用攪拌碗。,1200,350,2,normal,5,1,28,3
P000000319,C00053,亞馬遜白泥細緻毛孔霜,代謝老廢角質，重現肌膚細膩質感。,750,220,2,normal,5,1,28,3
P000000320,C00053,玫瑰礦泥亮白洗面乳,溫和清潔，同時賦予肌膚明亮光彩。,520,150,2,normal,5,1,28,3
P000000321,C00053,泥膜專用軟毛刷,親膚刷毛，讓塗抹泥膜更均勻舒適。,250,60,2,normal,5,1,28,3
P000000322,C00053,備長炭控油皂泥,結合手工皂與礦泥的優點，洗澡也保養。,380,110,2,normal,5,1,28,3
P000000323,C00053,綠茶多酚抗氧泥膜,豐富兒茶素，幫助肌膚對抗環境壓力。,920,270,2,normal,5,1,28,3
P000000324,C00054,晨露大馬士革玫瑰純露,嚴選保加利亞頂級玫瑰，低溫萃取第一道原液。極致保濕，深層修護受損肌膚，帶來如初綻玫瑰般的紅潤光澤。,880,220,2,normal,5,1,28,3
P000000325,C00054,月光薰衣草舒緩花水,契作高山狹葉薰衣草，蘊含高濃度乙酸芳樟酯。噴灑於面部或枕頭，安撫敏感焦慮，為疲憊肌膚開啟深夜修護模式。,650,150,2,normal,5,1,28,32
P000000326,C00054,澄澈橙花煥采純露,採集鮮嫩橙花芽尖，散發清甜木質花香。有效改善暗沉、提亮膚色，是晨間喚醒肌膚活力的天然能量飲。,720,180,2,normal,5,1,28,32
P000000327,C00054,森林系蠟菊修護精華水,義大利永久花萃取，強調強大的修復與抗老力。不含酒精，質地溫潤如絲，為輕熟齡肌注入飽滿的植物活性。,950,260,2,normal,5,1,28,38
P000000328,C00054,地中海迷迭香平衡純露,針對油性及混合肌設計。低溫蒸餾保留迷迭香酸，平衡油脂分泌並收斂毛孔，帶來清新、如森林晨霧般的爽感。,580,130,2,normal,5,1,28,3
P000000329,C00055,積雪草極致舒緩精華,高濃度積雪草?萃取，針對泛紅與乾癢即刻修護，強化肌膚屏障。,1280,320,2,normal,5,1,28,3
P000000330,C00055,神經醯胺恆定修護霜,模擬肌膚皮脂組成，鎖水並深度滋養，是換季時最安心的防護罩。,1500,380,1,normal,5,1,28,3
P000000331,C00055,無壓力胺基酸潔顏乳,接近肌膚 pH 值的溫和配方，洗後不緊繃，溫柔帶走髒汙。,550,120,2,normal,5,1,28,3
P000000332,C00055,平穩修護生物纖維面膜,導入多重保濕因子，完美貼合面部曲線，急救熬夜壓力肌。,600,180,2,normal,5,1,28,3
P000000333,C00055,敏弱專用物理防曬乳,不含化學濾劑，純物理防曬配方，為肌膚撐起一把溫柔的防護傘。,850,200,2,normal,5,1,28,3
P000000334,C00056,城市回憶手稿拼貼掛畫,收集了全球城市的舊報紙與地圖，具歷史感。,2500,700,2,low,5,1,19,67
P000000335,C00056,拼貼藝術封口膠帶,每一段都是獨立的拼貼作品，裝飾手帳必備。,220,55,2,normal,5,1,19,30
P000000336,C00056,超現實夢境明信片組,以碎紙拼湊出跨越時空的奇幻場景。,350,90,2,normal,5,1,19,30
P000000337,C00056,碎紙冒險原創帆布提袋,將經典拼貼作品高品質印製於布面上。,680,180,2,normal,5,1,19,3|29
P000000338,C00056,手工拼貼藝術筆記本,封面為實體碎紙手縫拼貼，全球唯一。,850,240,2,normal,5,1,19,1|30
P000000339,C00056,復古票券素材包,內含 50 件精選復古紙張，開啟你的拼貼旅程。,450,120,2,normal,5,1,19,29|36
P000000340,C00057,四季花卉和紙膠帶組,繽紛的花卉圖案，為生活增添色彩。,550,150,2,normal,5,1,19,30|32
P000000341,C00057,膠帶拼貼裝飾小卡,每一張都是創作者親手用膠帶貼出的風景。,150,40,2,normal,5,1,19,30|59
P000000342,C00057,星空宇宙系列紙膠帶,帶有金屬閃粉，展現璀璨的銀河美感。,180,45,2,normal,5,1,19,30
P000000343,C00057,膠帶森林專用切割器,木質與金屬結合，讓切割膠帶更優雅。,680,200,2,normal,5,1,19,30|38
P000000344,C00057,幾何色塊拼接帆布包,模仿膠帶拼貼層次設計的印花包。,580,160,2,normal,5,1,19,29
P000000345,C00057,膠帶藝術手作課程禮盒,內含 10 捲膠帶與教學手冊。,1200,350,2,normal,5,1,19,30|85
P000000346,C00057,建築線條系列紙膠帶,極簡風格，適合裝飾辦公室文具。,150,40,2,normal,5,1,19,30
P000000347,C00057,膠帶裝飾透明手機殼,內嵌膠帶拼貼圖案，具有獨特層次。,450,120,2,normal,5,1,19,30|59|62
P000000348,C00057,夢幻漸層系列圓點貼,多種尺寸與顏色，適合標記重要行程。,120,30,2,normal,5,1,19,3
P000000349,C00058,「窗外」碎布拼貼裝飾畫,結合棉麻與單寧殘料，手工縫製出具層次感的風景，富有觸覺張力。,2200,400,2,normal,5,1,19,59|67
P000000350,C00058,記憶碎片拼貼抱枕套,收集製衣餘料進行幾何排列，每一件色彩分佈皆隨機且獨一無二。,880,220,2,normal,5,1,19,3
P000000351,C00058,浮雕感碎布杯墊組,透過多層次疊縫技術，將碎布化為立體花卉圖案，吸水且具藝術感。,450,100,2,normal,5,1,19,63
P000000352,C00058,歲月時光拼貼布書衣,將舊時光花布重新組合，保護心愛書籍的同時，也收藏布料的故事。,680,150,2,low,5,1,19,3
P000000353,C00058,大地色系拼貼掛毯,大面積的布藝實驗，利用纖維長短與質地創造出如山脈般的律動感。,3600,800,2,normal,5,1,19,56
P000000354,C00059,時光標本鐘罩擺飾,將乾燥植物、舊相片片段與鏽蝕齒輪置於玻璃鐘罩內，封存記憶。,2800,600,1,normal,5,1,19,59
P000000355,C00059,鏽色記憶複合媒材掛畫,運用鐵鏽水染製畫布，拼貼古老信件與乾花，呈現崩解與新生的張力。,4500,850,2,normal,5,1,19,67
P000000356,C00059,無用之用金屬飾品盒,舊鐵盒重新打磨上漆，內襯復古絲絨，外蓋鑲嵌拾得的金屬殘件。,1200,300,2,normal,5,1,19,28
P000000357,C00059,回聲拼貼手工筆記本,封面由不同年代的廢紙與線條組成，每一頁都是一場感官實驗。,950,250,2,normal,5,1,19,1|30
P000000358,C00059,記憶碎片－牆面掛飾,利用舊框架組合成不規則形狀，填充入乾燥花、鏽蝕絲線與舊鈕扣。,1800,450,2,normal,5,1,19,3
P000000359,C00060,「晨曦」幾何紙藝拼貼,運用淡黃、灰白與莫蘭迪藍色塊，透過疊放層次展現清晨的靜謐。,1800,350,2,normal,5,1,19,3
P000000360,C00060,空間獨白系列－原色掛畫,強調紅藍黃三原色與黑色線條的比例，適合點綴現代風格客廳。,2500,450,2,normal,5,1,19,67
P000000361,C00060,節奏與平衡桌上立牌,木質底座嵌入兩片不對稱色塊有機玻璃，隨光影折射出不同的詩意。,880,200,2,low,5,1,19,59
P000000362,C00060,「沈思」灰階紙藝裝飾,不同層次的灰與黑相互撞擊，傳達冷靜且深邃的思考感。,1600,300,2,normal,5,1,19,59
P000000363,C00060,色塊詩意明信片套組,五款經典幾何構圖，將詩意縮小，讓文字與色塊在紙面上對話。,350,80,2,normal,5,1,19,30
P000000364,C00061,清晨霧氣大豆蠟燭,散發冷杉與濕潤泥土的清新香氣。,850,250,2,normal,5,1,26,76
P000000365,C00061,舊書攤時光香氛噴霧,揉合皮革、古籍與淡淡菸草味，極具韻味。,680,190,2,normal,5,1,26,76
P000000366,C00061,嗅覺日記限量香氛組合,包含三款明星蠟燭與手寫心情卡。,2200,600,2,normal,5,1,26,2|76
P000000367,C00061,薰衣草晚安擴香瓶,溫和的草本香氣，陪伴你安穩入睡。,1200,350,2,zero,5,1,26,76
P000000368,C00061,隨身固體香膏 (柑橘調),隨時補擦，散發陽光般清新的芬芳。,450,120,2,normal,5,1,26,3
P000000369,C00061,陶瓷香氛融蠟燈,無火加熱，安全且具備空間裝飾感。,1800,550,2,normal,5,1,26,19|59|76
P000000370,C00061,日記本造型車用香氛,夾在出風口，讓旅途充滿書香氣息。,380,110,2,normal,5,1,26,76
P000000371,C00061,嗅覺日記專用長火柴,典雅的瓶裝設計，點燃儀式感的第一步。,250,60,2,normal,5,1,26,3
P000000372,C00062,煙燻雪松木芯蠟燭,深沉的雪松基調，搭配木質燭芯燃燒時的啪噠聲，如同置身林間小屋。,980,250,2,normal,5,1,26,7|76
P000000373,C00062,乾燥苔蘚大地香氛蠟,揉合橡木苔與潮濕泥土的芬芳，重現森林底層的原始生命力。,850,210,2,normal,5,1,26,76
P000000374,C00062,「餘燼」煙燻皮革手作蠟,以陳年皮革與乾菸草香味為主，獻給尋求絕對安靜與孤獨的靈魂。,1100,280,2,normal,5,1,26,9
P000000375,C00062,冬日爐火舒緩蠟燭,溫暖的肉桂與柴火氣息，結合木芯的清脆聲響，營造最完美的儀式感。,950,240,2,normal,5,1,26,76
P000000376,C00062,森林晨霧植物大豆蠟,清新的薄荷與絲柏香調，帶來潔淨的醒腦感，驅散夜晚的浮躁。,780,190,2,normal,5,1,26,32|38
P000000377,C00063,水泥灰無火擴香座,採用手工灌漿水泥底座，搭配黑色纖維擴香棒。散發強烈冷調工業感，適合極簡空間。,1350,350,2,normal,5,1,26,76
P000000378,C00063,岩蘭草深邃室內噴霧,苦甜的岩蘭草基調，揉合乾爽的黑胡椒。瞬間提升空間質感，營造專業冷靜的氛圍。,880,210,2,normal,5,1,26,3
P000000379,C00063,冷衫與不鏽鋼?香瓶,冷冽的北歐針葉林香氣。鋁製瓶蓋與極簡玻璃瓶身設計，呈現不帶溫度的美學。,1200,300,2,normal,5,1,26,3
P000000380,C00063,礦石岩鹽香氛罐,將岩蘭草精油滴入深黑色擴香石中。利用礦石紋理展現大地與工業的衝撞美感。,950,240,2,normal,5,1,26,76
P000000381,C00063,低調獨白香氛片,中性木質香調，專為更衣間或車內設計。霧面黑紙質包裝，隨處宣告精緻品味。,280,65,1,normal,5,1,26,76
P000000382,C00064,森林晨露精油香膏,以雪松與佛手柑為基底。質地溫潤不黏膩，塗抹瞬間彷彿置身清晨的森林步道。,480,120,2,normal,5,1,26,38|76
P000000383,C00064,午后提神滾珠瓶,尤加利與薄荷的清爽組合。輕巧滾珠設計，隨時隨地驅散疲勞，恢復專注力。,520,135,2,low,5,1,26,3
P000000384,C00064,晚安靜謐香氛油,薰衣草與甜橙精油調和。在忙碌通勤後輕點於太陽穴，開啟五分鐘的微旅行。,550,150,2,normal,5,1,26,76
P000000385,C00064,山野漫步香膏組,包含「山林」、「溪流」、「花徑」三種調性。便於攜帶，隨心情切換大自然場景。,1200,320,2,normal,5,1,26,3
P000000386,C00064,隨身植萃噴霧,茶樹與檸檬草配方，除了香氛更有清爽感。登山或戶外活動時的溫柔守護。,450,110,2,normal,5,1,26,3
P000000387,C00065,聖潔秘魯聖木條,嚴選南美洲原產聖木。帶有濃郁的奶油香氣，燃燒後清理空間負能量，安撫心靈。,420,100,2,normal,5,1,26,7
P000000388,C00065,淨化白色鼠尾草,手工捆製鼠尾草。強大的淨化磁場能量，適合冥想、靜坐前的神聖儀式。,380,90,2,normal,5,1,26,3
P000000389,C00065,沉靜檀香手工線香,老山檀香基底，由職人手工捏製。香煙裊裊，讓人進入深度思考與放鬆。,650,180,2,normal,5,1,26,1
P000000390,C00065,儀式感銅製薰香盒,鏤空設計讓煙霧以特定曲線升起。視覺與嗅覺的雙重享受，開啟能量對話。,1800,450,2,normal,5,1,26,3
P000000391,C00065,本心淨化禮盒,包含聖木、鼠尾草與手工火柴。完整的淨化方案，獻給追求內在平衡的靈魂。,2200,550,2,normal,5,1,26,85
P000000392,C00066,經典慢焙堅果燕麥,濃郁楓糖與多種堅果，早餐的首選補給。,350,110,2,normal,5,1,34,3
P000000393,C00066,抹茶草莓凍乾穀物,日式茶香與酸甜果乾的完美碰撞。,380,120,2,normal,5,1,34,3
P000000394,C00066,可可榛果能量燕麥,醇厚巧克力風味，滿足你的甜點胃。,350,110,2,normal,5,1,34,3
P000000395,C00066,穀物食研室分享大包裝,適合全家人分享的超值份量。,850,280,2,normal,5,1,34,29
P000000396,C00066,鹹味海苔起司穀物餅,創新的鹹口點心，下午茶解饞必備。,280,90,2,normal,5,1,34,3
P000000397,C00066,穀物專用陶瓷優格碗,手感溫潤，讓用餐心情更愉悅。,550,160,2,low,5,1,34,19|63
P000000398,C00066,輕巧旅行包 (一組五入),隨身攜帶，健康美味不間斷。,450,130,2,normal,5,1,34,29
P000000399,C00067,頂級極致龍眼蜜,採自南台灣單一產地，質地濃稠，帶有強烈且持久的龍眼花果香氣。,680,280,2,normal,5,1,34,3
P000000400,C00067,高山百花晶透蜜,採集多種高山野花而成，層次豐富，帶有微酸的清爽花韻。,550,220,2,normal,5,1,34,32
P000000401,C00067,蜂巢木勺禮盒組,內含一罐純蜜與一支手工橄欖木蜜勺，象徵與大自然的永續連結。,1280,450,2,normal,5,1,34,7|85
P000000402,C00067,蜂膠防護噴霧,提取純淨蜂膠，結合天然薄荷，為喉嚨提供最溫柔的屏障。,450,150,2,normal,5,1,34,3
P000000403,C00067,荔枝花蜜抹醬,運用低溫結晶技術，將荔枝蜜轉化為細緻抹醬，適合搭配歐式麵包。,380,160,2,normal,5,1,34,32
P000000404,C00068,綜合蔬菜真空脆片,包含秋葵、甜菜根與南瓜。真空凍乾燥技術保留原色原味，無油無鹽。,250,90,2,normal,5,1,34,3
P000000405,C00068,高纖冷凍乾燥果乾,嚴選台灣在地草莓與芒果，鎖住 90% 以上營養，口感如雲朵般酥脆。,280,110,1,normal,5,1,34,3
P000000406,C00068,山岳探險能量包,專為戶外設計。混合高纖種子與凍乾莓果，輕量且高營養。,180,60,2,low,5,1,34,29
P000000407,C00068,凍乾紫色地瓜條,保留天然花青素，呈現絕美深紫色。不添加任何人工色素與甜味劑。,220,80,2,normal,5,1,34,3
P000000408,C00068,五色鮮果粉補充包,將凍乾水果磨粉，可直接加入優格或飲品，全方位的維生素補給。,450,180,2,normal,5,1,34,29
P000000409,C00069,10度極濃無糖豆乳,職人研磨而成，濃度極高且不添加增稠劑。每一口都是濃郁的豆芯原味。,120,45,2,normal,5,1,34,3
P000000410,C00069,黑芝麻厚豆乳點心,將濃豆乳與低溫烘焙黑芝麻融合，高蛋白低熱量，適合運動後補充。,85,30,2,normal,5,1,34,3
P000000411,C00069,純豆乳手工抹醬,類似煉乳質感但全植物性。無糖配方，讓早餐變得輕盈無負擔。,260,100,2,normal,5,1,34,1
P000000412,C00069,豆漿生吐司禮盒,使用濃豆乳取代水製作，質地比一般生吐司更加柔軟香甜。,350,140,2,normal,5,1,34,85
P000000413,C00069,豆渣高纖能量餅,永續利用製豆剩餘的豆渣，添加燕麥與核桃，是環保又健康的零食。,180,55,2,normal,5,1,34,3
P000000414,C00070,森林系康普茶 (原味),以高品質茶葉與益生菌自然發酵。帶有微酸氣泡感，清爽解膩。,160,50,2,normal,5,1,34,38
P000000415,C00070,粉紅荔枝氣泡康普,加入天然荔枝汁二次發酵。色澤夢幻，口感酸甜，是時尚的健康替代飲品。,180,65,2,normal,5,1,34,3
